🇨🇳｜央视频道,#genre#
CCTV-7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8$超清移动166
CCTV-7,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226721/1.m3u8$超清rrsa
CCTV-7,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226721/1.m3u8?$超清rrsb
CCTV-7,http://113.117.74.20:8081/hls/7/index.m3u8$超清113
CCTV-7,https://cntv.sbs/live?auth=2307280808&id=cctv7$超清明明
CCTV-7,https://live.goodiptv.club/api/bestv.php?id=cctv7hd8m/8000000
CCTV-7,http://8.210.232.168/php/migu.php?id=cctv7

CCTV-8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8$超清移动162
CCTV-8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8$超清移动166
CCTV-8,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226715/1.m3u8$超清rrsa
CCTV-8,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226715/1.m3u8?$超清rrsb
CCTV-8,http://113.117.74.20:8081/hls/8/index.m3u8$超清113
CCTV-8,https://cntv.sbs/live?auth=2307280808&id=cctv8$超清明明
CCTV-8,https://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
CCTV-8,http://8.210.232.168/php/migu.php?id=cctv8

CCTV-9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8$超清移动162
CCTV-9,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8$超清移动166
CCTV-9,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226651/1.m3u8$超清rrsa1
CCTV-9,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226657/1.m3u8$超清rrsa2
CCTV-9,http://113.117.74.20:8081/hls/9/index.m3u8$超清113
CCTV-9,https://cntv.sbs/live?auth=2307280808&id=cctv9$超清明明
CCTV-9,https://live.goodiptv.club/api/bestv.php?id=cctv9hd8m/8000000
CCTV-9,http://8.210.232.168/php/migu.php?id=cctv9

CCTV-10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8$超清移动162
CCTV-10,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226708/1.m3u8$超清rrsa
CCTV-10,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226708/1.m3u8?$超清rrsb
CCTV-10,http://113.117.74.20:8081/hls/10/index.m3u8$超清113
CCTV-10,https://cntv.sbs/live?auth=2307280808&id=cctv10$超清明明
CCTV-10,https://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
CCTV-10,http://8.210.232.168/php/migu.php?id=cctv10

CCTV-11,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226714/1.m3u8$超清rrsa
CCTV-11,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226714/1.m3u8?$超清rrsb
CCTV-11,https://cntv.sbs/live?auth=2307280808&id=cctv11$超清明明
CCTV-11,http://221.213.43.82:8888/newlive/live/hls/13/live.m3u8
CCTV-11,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV-11,http://8.210.232.168/php/migu.php?id=cctv11

CCTV-12,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226723/1.m3u8$超清rrsa1
CCTV-12,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226748/1.m3u8$超清rrsa2
CCTV-12,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226723/1.m3u8?$超清rrsb1
CCTV-12,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226748/1.m3u8?$超清rrsb2
CCTV-12,http://113.117.74.20:8081/hls/12/index.m3u8$超清113
CCTV-12,https://cntv.sbs/live?auth=2307280808&id=cctv12$超清明明
CCTV-12,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226748/1.m3u8?
CCTV-12,https://live.goodiptv.club/api/bestv.php?id=cctv12hd8m/8000000
CCTV-12,http://8.210.232.168/php/migu.php?id=cctv12

CCTV-13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8$超清移动162
CCTV-13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8$超清移动166
CCTV-13,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226717/1.m3u8$超清rrsa
CCTV-13,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226717/1.m3u8?$超清rrsb
CCTV-13,http://113.117.74.20:8081/hls/13/index.m3u8$超清113
CCTV-13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV-13,https://cntv.sbs/live?auth=2307280808&id=cctv13$超清明明
CCTV-13,https://live.goodiptv.club/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV-13,http://8.210.232.168/php/migu.php?id=cctv13

CCTV-14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8$超清移动162
CCTV-14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8$超清移动166
CCTV-14,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226663/1.m3u8$超清rrsa
CCTV-14,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226645/1.m3u8$超清rrsa
CCTV-14,https://cntv.sbs/live?auth=2307280808&id=cctv14$超清明明
CCTV-14,https://live.goodiptv.club/api/bestv.php?id=cctvsehd8m/8000000
CCTV-14,http://8.210.232.168/php/migu.php?id=cctv14

CCTV-15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8$超清移动162
CCTV-15,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8$超清移动166
CCTV-15,http://113.117.74.20:8081/hls/15/index.m3u8$超清113
CCTV-15,https://cntv.sbs/live?auth=2307280808&id=cctv15$超清明明
CCTV-15,https://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV-15,http://8.210.232.168/php/migu.php?id=cctv15

CCTV-16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8$超清移动162
CCTV-16,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8$超清移动166
CCTV-16,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226825/1.m3u8?$超清rrsb
CCTV-16,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226825/1.m3u8$超清rrsa
CCTV-16,https://cntv.sbs/live?auth=2307280808&id=cctv16$超清明明
CCTV-16,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV-16,http://8.210.232.168/php/migu.php?id=cctv16

CCTV-17,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226660/1.m3u8?$超清rrsb1
CCTV-17,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226660/1.m3u8$超清rrsa1
CCTV-17,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226727/1.m3u8$超清rrsa2
CCTV-17,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226727/1.m3u8?$超清rrsb2
CCTV-17,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226727/1.m3u8
CCTV-17,https://cntv.sbs/live?auth=2307280808&id=cctv17$超清明明
CCTV-17,https://live.goodiptv.club/api/bestv.php?id=cctv17hd8m/8000000
CCTV-17,http://8.210.232.168/php/migu.php?id=cctv17

CCTV-4欧洲,http://8.210.232.168/php/migu.php?id=cctv4o$超清咪咕

CCTV-4美洲,http://8.210.232.168/php/migu.php?id=cctv4a$超清咪咕

CCTV-4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV-4K,https://cntv.sbs/live?auth=2307280808&id=cctv4k$超清明明

CCTV-5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8$超清移动162
CCTV-5+,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8$超清移动166
CCTV-5+,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226711/1.m3u8$超清rrsa
CCTV-5+,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226711/1.m3u8?$超清rrsb
CCTV-5+,http://113.117.74.20:8081/hls/16/index.m3u8$超清113
CCTV-5+,https://cntv.sbs/live?auth=2307280808&id=cctv5p$超清明明
CCTV-5+,https://live.goodiptv.club/api/bestv.php?id=cctv5phd8m/8000000
CCTV-5+,http://8.210.232.168/php/migu.php?id=cctv5p
CCTV-5+,http://8.210.232.168/php/migu.php?id=cctv5p2

CETV-1,http://txycetvbl.centv.cn/cetv1/ypd.m3u8
CETV-1,http://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV-1,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226673/1.m3u8$超清rrsa

CETV-2,http://txycetvbl.centv.cn/cetv2/2020tsytk.m3u8
CETV-2,http://txycsbl.centv.cn/zb/0822cetv2.m3u8

CETV-3,http://txycetvbl.centv.cn/cetv3/bjdm.m3u8
CETV-3,http://txycsbl.centv.cn/zb/0822cetv3.m3u8

CETV-4,http://txycetvbl.centv.cn/cetv4/zjpd.m3u8
CETV-4,http://txycsbl.centv.cn/zb/0822cetv4.m3u8
CETV-4,http://fuhome.vicp.fun:4060/rtp/239.253.43.40:5146$超清电1

CHC高清电影,http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8
CHC高清电影,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/chcgqdyHD/__op/default/__f/index.m3u8
CHC家庭影院,http://111.20.40.170/PLTV/88888893/224/3221226462/index.m3u8

CHC家庭影院,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/chcjtyyHD/__op/default/__f/index.m3u8

CHC动作电影,http://111.20.40.170/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/chcdzdyHD/__op/default/__f/index.m3u8

CGTN纪录,http://183.234.194.165:8888/udp/239.21.0.110:3780
CGTN纪录,http://news.cgtn.com/resource/live/document/cgtn-doc.m3u8

CGTN英语,http://183.234.194.165:8888/udp/239.21.0.109:3776
CGTN英语,http://live.cgtn.com/1000/prog_index.m3u8
CGTN英语,http://live.cgtn.com/500/prog_index.m3u8
CGTN英语,https://cntv.sbs/live?auth=2307280808&id=cgtn$超清明明

CGTN法语,http://183.234.194.165:8888/udp/239.21.0.112:3788
CGTN法语,http://news.cgtn.com/resource/live/french/cgtn-f.m3u8
CGTN法语,http://hz752.love:63/live_a00p/migu.php?id=cgtnf

CGTN俄语,http://183.234.194.165:8888/udp/239.21.0.114:3796
CGTN俄语,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN俄语,http://news.cgtn.com/resource/live/russian/cgtn-r.m3u8

CGTN西语,http://183.234.194.165:8888/udp/239.21.0.111:3800
CGTN西语,http://livees.cgtn.com/1000e/prog_index.m3u8
CGTN西语,http://8.210.232.168/php/migu.php?id=cgtne
CGTN西语,http://news.cgtn.com/resource/live/espanol/cgtn-e.m3u8

CGTN阿语,http://183.234.194.165:8888/udp/239.21.0.113:3792
CGTN阿语,http://8.210.232.168/php/migu.php?id=cgtna
CGTN阿语,http://news.cgtn.com/resource/live/arabic/cgtn-a.m3u8

CCTV怀旧剧场,http://yzfvip.top:8002/rtp/239.253.43.25:5146$超清电01
CCTV怀旧剧场,http://yzfvip.top:8002/rtp/239.253.43.5:5146$超清电1

CCTV风云剧场,http://yzfvip.top:8002/rtp/239.253.43.26:5146$超清电01
CCTV风云剧场,http://yzfvip.top:8002/rtp/239.253.43.16:5146$超清电1

CCTV第一剧场,http://yzfvip.top:8002/rtp/239.253.43.28:5146$超清电01
CCTV第一剧场,http://yzfvip.top:8002/rtp/239.253.43.15:5146$超清电1

CCTV风云音乐,http://yzfvip.top:8002/rtp/239.253.43.29:5146$超清电01
CCTV风云音乐,http://yzfvip.top:8002/rtp/239.253.43.6:5146$超清电1
CCTV风云音乐,http://113.117.74.20:8081/hls/88/index.m3u8$标清113

CCTV兵器科技,http://yzfvip.top:8002/rtp/239.253.43.9:5146$超清电01
CCTV兵器科技,http://yzfvip.top:8002/rtp/239.253.43.18:5146$超清电1

CCTV文化精品,http://yzfvip.top:8002/rtp/239.253.43.27:5146$超清电01
CCTV文化精品,http://yzfvip.top:8002/rtp/239.253.43.13:5146$超清电1

CCTV风云足球,http://yzfvip.top:8002/rtp/239.253.43.14:5146$超清电01
CCTV风云足球,http://yzfvip.top:8002/rtp/239.253.43.20:5146$超清电1

CCTV央视台球,http://yzfvip.top:8002/rtp/239.253.43.21:5146$超清电01
CCTV央视台球,http://yzfvip.top:8002/rtp/239.253.43.11:5146$超清电1

CCTV高尔夫网球,http://yzfvip.top:8002/rtp/239.253.43.22:5146$超清电01
CCTV高尔夫网球,http://yzfvip.top:8002/rtp/239.253.43.12:5146$超清电1

CCTV女性时尚,http://yzfvip.top:8002/rtp/239.253.43.8:5146$超清电1
CCTV女性时尚,http://yzfvip.top:8002/rtp/239.253.43.23:5146$超清电01

CCTV世界地理,http://yzfvip.top:8002/rtp/239.253.43.24:5146$超清电1
CCTV世界地理,http://yzfvip.top:8002/rtp/239.253.43.7:5146$超清电01

CCTV电视指南,http://yzfvip.top:8002/rtp/239.253.43.10:5146$超清电1
CCTV电视指南,http://yzfvip.top:8002/rtp/239.253.43.19:5146$超清电01

书画频道,http://211.103.180.178:8234/live_hls/hdmi.m3u8

中央新影老故事,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8?

中国天气,https://cntv.sbs/live?auth=2307280808&id=zgtq$标清明明

🇨🇳｜卫视频道,#genre#

北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8$超清移动
北京卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226719/1.m3u8$超清rrsa
北京卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226719/1.m3u8?$超清rrsb
北京卫视,http://113.117.74.20:8081/hls/45/index.m3u8$超清113
北京卫视,http://cyz32.livehbindex.hbcatv.cn/live/500000204b974d7f8ca5b13562b2d820.m3u8?bitrate=2300&pt=5$高清cyz
北京卫视,http://125.210.152.19:9120/live/hzgq-bjgqws-h264.m3u8$高清hz
北京卫视,http://222.71.90.218:8888/newlive/live/hls/18/live.m3u8$超清hls
北京卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8?$超清移动2
北京卫视,https://cntv.sbs/live?auth=2307280808&id=bjws$超清明明
北京卫视,https://live.goodiptv.club/api/bestv.php?id=bjwshd8m/8000000$超清百事
北京卫视,http://8.210.232.168/php/migu.php?id=bjws$超清咪咕

天津卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226686/1.m3u8$超清rrsa
天津卫视,http://113.117.74.20:8081/hls/48/index.m3u8$超清113
天津卫视,http://cyz32.livehbindex.hbcatv.cn/live/50000020bbc84ee1afd7177a073393d7.m3u8?bitrate=2300&pt=5$高清cyz
天津卫视,https://live.goodiptv.club/api/bestv.php?id=tjwshd8m/8000000$超清百事
天津卫视,http://125.210.152.19:9120/live/hzgq-tjwsgq-h264.m3u8$高清hz
天津卫视,http://222.71.90.218:8888/newlive/live/hls/32/live.m3u8$高清hls
天津卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225765/index.m3u8$标清移动
天津卫视,https://cntv.sbs/live?auth=2307280808&id=tjws$超清明明


河北卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226684/1.m3u8$超清rrsa
河北卫视,http://cyz32.livehbindex.hbcatv.cn/live/50000020d6be4c4ba70a4e3261b14544.m3u8?bitrate=2300&pt=5$高清cyz
河北卫视,http://125.210.152.19:9120/live/hzgq-hbwsgq1-h264.m3u8$高清hz
河北卫视,http://222.71.90.218:8888/newlive/live/hls/37/live.m3u8$高清hls
河北卫视,https://cntv.sbs/live?auth=2307280808&id=hbws$超清明明
河北卫视,https://live.goodiptv.club/api/bestv.php?id=hbwshd8m/8000000$超清百事


山西卫视,http://live.cooltv.top/tv/tide.php?id=sxiws2$高清cool
山西卫视,http://221.213.43.82:8888/newlive/live/hls/48/live.m3u8$超清221
山西卫视,https://cntv.sbs/live?auth=2307280808&id=sxiws$标清明明
山西卫视,http://cyz32.livehbindex.hbcatv.cn/live/50000020ed0a4b74afc7e496c1bcc45c.m3u8?bitrate=2300&pt=5$标清cyz
山西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8$标清移动
山西卫视,http://125.210.152.19:9120/live/hszx-shanxitv-h264.m3u8$标清hszx

内蒙古卫视,http://221.213.43.82:8888/newlive/live/hls/49/live.m3u8$超清221
内蒙古卫视,http://cyz32.livehbindex.hbcatv.cn/live/50000020eeba44449d4f4913a2897e4e.m3u8?bitrate=2300&pt=5$标清cyz
内蒙古卫视,http://111.59.63.32:9901/tsfile/live/1038_1.m3u8$超清111
内蒙古卫视,http://222.71.90.218:8888/newlive/live/hls/46/live.m3u8$标清hls
内蒙古卫视,http://125.210.152.19:9120/live/hszx-nmgtv-h264.m3u8$标清hszx
内蒙古卫视,https://cntv.sbs/live?auth=2307280808&id=nmws$标清明明
内蒙古卫视,http://8.210.232.168/php/migu.php?id=nmws$标清咪咕

辽宁卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226689/1.m3u8$超清rrsa
辽宁卫视,http://113.117.74.20:8081/hls/54/index.m3u8$超清113
辽宁卫视,http://cyz32.livehbindex.hbcatv.cn/live/5000002019d84b0ba201007677bbf28c.m3u8?bitrate=2300&pt=5$高清cyz
辽宁卫视,http://125.210.152.19:9120/live/hzgq-lnwsgq-h264.m3u8$高清hz
辽宁卫视,http://222.71.90.218:8888/newlive/live/hls/31/live.m3u8$超清hls
辽宁卫视,https://cntv.sbs/live?auth=2307280808&id=lnws$超清明明
辽宁卫视,https://live.goodiptv.club/api/bestv.php?id=lnwshd8m/8000000$超清百事
辽宁卫视,http://8.210.232.168/php/migu.php?id=lnws$超清咪咕

吉林卫视,http://cyz32.livehbindex.hbcatv.cn/live/500000205c15461b956f19f9b6896ad6.m3u8?bitrate=2300&pt=5$高清cyz
吉林卫视,http://221.213.43.82:8888/newlive/live/hls/35/live.m3u8$超清221
吉林卫视,http://111.59.63.32:9901/tsfile/live/1043_1.m3u8$超清111
吉林卫视,https://cntv.sbs/live?auth=2307280808&id=jlws$超清明明
吉林卫视,http://125.210.152.19:9120/live/hzgq-jlwsgq-h264.m3u8$高清hz
吉林卫视,http://222.71.90.218:8888/newlive/live/hls/41/live.m3u8$超清hls
吉林卫视,https://live.goodiptv.club/api/bestv.php?id=jlwshd8m/8000000$超清百事


黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225802/1.m3u8$超清移动
黑龙江卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226716/1.m3u8$超清rrsa
黑龙江卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226716/1.m3u8?$超清rrsb
黑龙江卫视,http://113.117.74.20:8081/hls/50/index.m3u8$超清113
黑龙江卫视,http://cyz32.livehbindex.hbcatv.cn/live/50000020281749ed995f2824759051fa.m3u8?bitrate=2300&pt=5$高清cyz
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8$超清移动2
黑龙江卫视,http://125.210.152.19:9120/live/hzgq-hljwsgq-h264.m3u8$高清hz
黑龙江卫视,http://222.71.90.218:8888/newlive/live/hls/25/live.m3u8$超清hls
黑龙江卫视,https://cntv.sbs/live?auth=2307280808&id=hljws$超清明明
黑龙江卫视,https://live.goodiptv.club/api/bestv.php?id=hljwshd8m/8000000$超清百事


东方卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226734/1.m3u8$超清rrsa
东方卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226734/1.m3u8?$超清rrsb
东方卫视,http://8.210.232.168/bs1.php?id=22$超清
东方卫视,http://113.117.74.20:8081/hls/47/index.m3u8$超清113
东方卫视,http://cyz32.livehbindex.hbcatv.cn/live/500000203860417eb7f08f9270fc1155.m3u8?bitrate=2300&pt=5$高清cyz
东方卫视,http://125.210.152.19:9120/live/hzgq-dftvgq-h264.m3u8$高清hz
东方卫视,http://222.71.90.218:8888/newlive/live/hls/19/live.m3u8$高清hls
东方卫视,https://cntv.sbs/live?auth=2307280808&id=dfws$超清明明
东方卫视,https://live.goodiptv.club/api/bestv.php?id=dfwshd8m/8000000$超清百事
东方卫视,http://8.210.232.168/php/migu.php?id=dfws$高清咪咕
东方卫视,http://8.210.232.168/php/migu.php?id=dfws2$超清咪咕


江苏卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226692/1.m3u8$超清rrsa
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?$超清移动
江苏卫视,http://113.117.74.20:8081/hls/44/index.m3u8$超清113
江苏卫视,http://cyz32.livehbindex.hbcatv.cn/live/500000201708473e9f4e1dbb0361de6b.m3u8?bitrate=2300&pt=5$高清cyz
江苏卫视,http://125.210.152.19:9120/live/hzgq-jswsgq-h264.m3u8$高清hz
